Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
btuF	25-262	53807	"Helical backbone" metal receptor:	Chelatase-like
dapD	1-256	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
dxr	126-274	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
    	2-150	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	301-393	69055	1-deoxy-D-xylulose-5-phosphate reductoisomerase, C-terminal domain:	Left-handed superhelix
lpxD	32-316	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
rnhB	3-195	53098	Ribonuclease H-like:	Ribonuclease H-like motif
dnaE	6-263	89550	PHP domain-like:	7-stranded beta/alpha barrel
ldcC	130-562	53383	PLP-dependent transferases:	PLP-dependent transferase-like
    	566-708	55904	Ornithine decarboxylase C-terminal domain:	Ornithine decarboxylase C-terminal domain
rof	1-83	101744	Rof/RNase P subunit-like:	Rof/RNase P subunit-like
yaeQ	4-178	52980	Restriction endonuclease-like:	Restriction endonuclease-like
trmO	1-229	118196	YaeB-like:	YaeB-like
metI	9-201	161098	MetI-like:	MetI-like
ivy	31-156	89872	Inhibitor of vertebrate lysozyme, Ivy:	Inhibitor of vertebrate lysozyme, Ivy
dinB	1-234	56672	DNA/RNA polymerases:	DNA/RNA polymerases
    	241-349	100879	Lesion bypass DNA polymerase (Y-family), little finger domain:	Lesion bypass DNA polymerase (Y-family), little finger domain
gpt	4-144	53271	PRTase-like:	PRTase-like
ecpB	20-114	49354	PapD-like:	Immunoglobulin-like beta-sandwich
yahD	12-201	48403	Ankyrin repeat:	beta-hairpin-alpha-hairpin repeat
cynT	1-202	53056	beta-carbonic anhydrase, cab:	Resolvase-like
mhpF	131-284	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
    	1-155	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
mhpE	3-276	51569	Aldolase:	TIM beta/alpha-barrel
    	288-335	89000	post-HMGL domain-like:	RuvA C-terminal domain-like
proC	3-159	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	162-268	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
secD	337-349,410-606	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
pgpA	15-162	101307	YutG-like:	YutG-like
cyoC	12-202	81452	Cytochrome c oxidase subunit III-like:	Cytochrome c oxidase subunit III-like
fadM	3-129	54637	Thioesterase/thiol ester dehydrase-isomerase:	Thioesterase/thiol ester dehydrase-isomerase
amtB	27-407	111352	Ammonium transporter:	Ammonium transporter
tesB	116-284	54637	Thioesterase/thiol ester dehydrase-isomerase:	Thioesterase/thiol ester dehydrase-isomerase
    	5-114	54637	Thioesterase/thiol ester dehydrase-isomerase:	Thioesterase/thiol ester dehydrase-isomerase
atl	31-113	46767	Methylated DNA-protein cysteine methyltransferase, C-terminal domain:	DNA/RNA-binding 3-helical bundle
maa	2-182	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
acrB	296-497	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	809-1033	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	567-671	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	38-132	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	135-182,274-330	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	725-812	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	182-271	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	4-1037	-9	PDB:	
acrR	11-63	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	84-200	48498	Tetracyclin repressor-like, C-terminal domain:	Tetracyclin repressor-like, C-terminal domain
adk	1-213	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
cueR	1-125	46955	Putative DNA-binding domain:	Putative DNA-binding domain
ybbO	15-266	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
tesA	29-204	52266	SGNH hydrolase:	Flavodoxin-like
ybbA	6-226	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
glxR	1-160	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	162-289	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
purE	9-162	52255	N5-CAIR mutase (phosphoribosylaminoimidazole carboxylase, PurE):	Flavodoxin-like
ppiB	2-162	50891	Cyclophilin-like:	Cyclophilin-like
sfmA	29-180	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
fimZ	3-134	52172	CheY-like:	Flavodoxin-like
    	146-209	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
ybdF	8-119	142906	YjbR-like:	Secretion chaperone-like
fepC	8-233	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
dsbG	82-242	52833	Thioredoxin-like:	Thioredoxin fold
    	19-78	54423	DsbC/DsbG N-terminal domain-like:	Cystatin-like
ahpF	207-514	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
    	1-101	52833	Thioredoxin-like:	Thioredoxin fold
    	106-197	52833	Thioredoxin-like:	Thioredoxin fold
pagP	26-186	56925	OMPA-like:	Transmembrane beta-barrels
ybeQ	80-307	81901	HCP-like:	alpha-alpha superhelix
    	20-108	81901	HCP-like:	alpha-alpha superhelix
gltL	1-235	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ybeY	7-145	55486	Metalloproteases ("zincins"), catalytic domain:	Zincin-like
glnS	28-337	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	340-549	50715	Ribosomal protein L25-like:	Ribosomal protein L25-like
    	15-134,176-342	-7	CATH:	
pxpB	88-214	50891	Cyclophilin-like:	Cyclophilin-like
    	5-93	160467	PH0987 N-terminal domain-like:	DCoH-like
sdhC	3-123	81343	Fumarate reductase respiratory complex transmembrane subunits:	Heme-binding four-helical bundle
tolA	334-421	74653	TolA/TonB C-terminal domain:	TolA/TonB C-terminal domain
pal	60-172	103088	OmpA-like:	Bacillus chorismate mutase-like
zitB	16-214	161111	Cation efflux protein transmembrane domain-like:	Cation efflux protein transmembrane domain-like
    	227-292	160240	Cation efflux protein cytoplasmic domain-like:	Alpha-lytic protease prodomain-like
aroG	10-349	51569	Aldolase:	TIM beta/alpha-barrel
    	4-220	-9	PDB:	
galM	5-343	74650	Galactose mutarotase-like:	Supersandwich
galK	3-202	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
    	205-380	55060	GHMP Kinase, C-terminal domain:	Ferredoxin-like
galE	3-336	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
modE	2-106	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	123-192	50331	MOP-like:	OB-fold
    	200-259	50331	MOP-like:	OB-fold
pgl	3-292	50974	Nitrous oxide reductase, N-terminal domain:	7-bladed beta-propeller
ybhC	75-155,192-376,407-420	51126	Pectin lyase-like:	Single-stranded right-handed beta-helix
ybhB	1-157	49777	PEBP-like:	PEBP-like
ybhK	11-295	142338	CofD-like:	CofD-like
cecR	90-219	48498	Tetracyclin repressor-like, C-terminal domain:	Tetracyclin repressor-like, C-terminal domain
    	4-82	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
rhlE	75-361	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
dinG	46-97,199-271,451-465,500-670	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ybiI	39-72	57716	Glucocorticoid receptor-like (DNA-binding domain):	Glucocorticoid receptor-like (DNA-binding domain)
ybiU	5-419	51197	Clavaminate synthase-like:	Double-stranded beta-helix
grxA	4-74	52833	Thioredoxin-like:	Thioredoxin fold
potF	29-369	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
artI	1-242	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
ybjS	1-270,298-335	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
ybjT	2-294	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
aat	2-228	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
trxB	2-315	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
dmsB	3-199	54862	4Fe-4S ferredoxins:	Ferredoxin-like
aroA	7-422	55205	EPT/RTPC-like:	IF3-like
msbA	338-579	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	8-325	90123	ABC transporter transmembrane region:	ABC transporter transmembrane region
ycbJ	4-270	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
mukF	119-281	140570	MukF C-terminal domain-like:	STAT-like
    	8-118	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
aspC	1-396	53383	PLP-dependent transferases:	PLP-dependent transferase-like
ompF	28-362	56935	Porins:	Transmembrane beta-barrels
ssuC	56-237	161098	MetI-like:	MetI-like
ycbU	31-180	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
pyrD	1-334	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
ompA	22-195	56925	OMPA-like:	Transmembrane beta-barrels
    	211-334	103088	OmpA-like:	Bacillus chorismate mutase-like
sulA	31-147	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
tusE	2-109	69721	DsrC, the gamma subunit of dissimilatory sulfite reductase:	DsrC, the gamma subunit of dissimilatory sulfite reductase
hyaB	12-582	56762	HydB/Nqo4-like:	HydB/Nqo4-like
hyaC	9-226	81342	Transmembrane di-heme cytochromes:	Heme-binding four-helical bundle
hyaE	5-130	52833	Thioredoxin-like:	Thioredoxin fold
etk	532-710	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
torC	8-185	48695	Multiheme cytochromes:	Multiheme cytochromes
pgaC	61-340	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
pgaB	65-196,224-346	88713	Glycoside hydrolase/deacetylase:	7-stranded beta/alpha barrel
clsC	17-192	56024	Phospholipase D/nuclease:	Phospholipase D/nuclease
    	205-437	56024	Phospholipase D/nuclease:	Phospholipase D/nuclease
opgH	244-532	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
rimJ	12-185	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
yceM	126-265	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
    	3-137	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
flgM	1-89	101498	Anti-sigma factor FlgM:	Non-globular all-alpha subunits of globular proteins
flgF	77-209	117143	Flagellar hook protein flgE:	Flagellar hook protein flgE
tmk	1-209	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ndh	6-345	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
nagK	1-300	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
potB	7-260	161098	MetI-like:	MetI-like
phoQ	336-476	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	250-319	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
hflD	1-210	101322	YcfC-like:	YcfC-like
mnmA	5-295	52402	Adenine nucleotide alpha hydrolases-like:	Adenine nucleotide alpha hydrolase-like
rluE	37-216	55120	Pseudouridine synthase:	Pseudouridine synthase
ycgX	3-127	160419	YdfO-like:	YdfO-like
bluR	3-89	46955	Putative DNA-binding domain:	Putative DNA-binding domain
umuC	1-237	56672	DNA/RNA polymerases:	DNA/RNA polymerases
    	250-346	100879	Lesion bypass DNA polymerase (Y-family), little finger domain:	Lesion bypass DNA polymerase (Y-family), little finger domain
dsbB	15-160	158442	DsbB-like:	Bromodomain-like
ychF	3-301	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	279-359	81271	TGS-like:	beta-Grasp (ubiquitin-like)
dauA	452-557	52091	SpoIIaa-like:	SpoIIaa-like
lolB	31-206	89392	Prokaryotic lipoproteins and lipoprotein localization factors:	LolA-like prokaryotic lipoproteins and lipoprotein localization factors
narX	467-583	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	178-225	158472	HAMP domain-like:	HAMP domain-like
ychJ	25-129	54427	NTF2-like:	Cystatin-like
    	132-151	103642	Sec-C motif:	Sec-C motif
adhE	449-867	56796	Dehydroquinate synthase-like:	Dehydroquinate synthase-like
    	6-453	53720	ALDH-like:	ALDH-like
oppC	100-283	161098	MetI-like:	MetI-like
trpB	6-384	53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes:	Tryptophan synthase beta subunit-like PLP-dependent enzymes
   F	14-391	-9	PDB:	
trpD	269-527	52418	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain:	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain
    	3-191	52317	Class I glutamine amidotransferase-like:	Flavodoxin-like
    	200-266	47648	Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain:	Methionine synthase domain-like
yciV	9-90,172-285	89550	PHP domain-like:	7-stranded beta/alpha barrel
sohB	100-209,240-299	52096	ClpP/crotonase:	ClpP/crotonase
topA	3-609	56712	Prokaryotic type I DNA topoisomerase:	Prokaryotic type I DNA topoisomerase
    	809-864	57783	Zinc beta-ribbon:	Rubredoxin-like
    	744-807	57783	Zinc beta-ribbon:	Rubredoxin-like
    	704-743	57783	Zinc beta-ribbon:	Rubredoxin-like
pgpB	16-118,150-234	48317	Acid phosphatase/Vanadium-dependent haloperoxidase:	Acid phosphatase/Vanadium-dependent haloperoxidase
yciH	6-104	55159	eIF1-like:	eIF1-like
rnb	176-556	50249	Nucleic acid-binding proteins:	OB-fold
    	83-171	50249	Nucleic acid-binding proteins:	OB-fold
    	560-643	50249	Nucleic acid-binding proteins:	OB-fold
    	8-80	50249	Nucleic acid-binding proteins:	OB-fold
fabI	6-253	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
sapB	72-138,178-300	161098	MetI-like:	MetI-like
sapA	36-537	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
puuR	51-183	51182	RmlC-like cupins:	Double-stranded beta-helix
    	8-73	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
pspE	23-93	52821	Rhodanese/Cell cycle control phosphatase:	Rhodanese/Cell cycle control phosphatase
ycjP	5-280	161098	MetI-like:	MetI-like
ompG	47-201,247-301	56935	Porins:	Transmembrane beta-barrels
tyrR	206-440	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	454-507	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	82-174	55785	PYP-like sensor domain (PAS domain):	Profilin-like
    	2-69	55021	ACT-like:	Ferredoxin-like
paaI	19-127	54637	Thioesterase/thiol ester dehydrase-isomerase:	Thioesterase/thiol ester dehydrase-isomerase
paaK	19-395	56801	Acetyl-CoA synthetase-like:	Acetyl-CoA synthetase-like
pdxI	11-284	51430	NAD(P)-linked oxidoreductase:	TIM beta/alpha-barrel
tehB	7-196	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
fdnH	26-262	54862	4Fe-4S ferredoxins:	Ferredoxin-like
fdnI	3-212	81342	Transmembrane di-heme cytochromes:	Heme-binding four-helical bundle
ddpX	6-170	55166	Hedgehog/DD-peptidase:	Hedgehog/DD-peptidase
gadB	6-451	53383	PLP-dependent transferases:	PLP-dependent transferase-like
ydeN	57-82,109-445,481-536	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
lsrG	1-94	54909	Dimeric alpha+beta barrel:	Ferredoxin-like
ydeA	5-386	103473	MFS general substrate transporter:	MFS general substrate transporter
marA	10-59	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	62-111	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
rspA	98-388	51604	Enolase C-terminal domain-like:	TIM beta/alpha-barrel
    	1-112	54826	Enolase N-terminal domain-like:	Enolase N-terminal domain-like
dmsD	3-200	89155	TorD-like:	TorD-like
ynfK	1-213	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
pntB	289-462	52467	DHS-like NAD/FAD-binding domain:	DHS-like NAD/FAD-binding domain
add	5-326	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
gstA	90-198	47616	GST C-terminal domain-like:	GST C-terminal domain-like
    	1-75	52833	Thioredoxin-like:	Thioredoxin fold
pdxY	4-254	53613	Ribokinase-like:	Ribokinase-like
slyA	5-139	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
sodC	23-173	49329	Cu,Zn superoxide dismutase-like:	Immunoglobulin-like beta-sandwich
nemA	4-364	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
mepH	133-265	54001	Cysteine proteinases:	Cysteine proteinases
ydhP	6-379	103473	MFS general substrate transporter:	MFS general substrate transporter
purR	60-340	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
    	1-59	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
ydhB	88-290	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	6-88	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ydhR	4-96	54909	Dimeric alpha+beta barrel:	Ferredoxin-like
ydhY	61-205	54862	4Fe-4S ferredoxins:	Ferredoxin-like
sufE	2-135	82649	SufE/NifU:	SufE/NifU
sufA	18-111	89360	HesB-like domain:	HesB-like domain
menI	10-132	54637	Thioesterase/thiol ester dehydrase-isomerase:	Thioesterase/thiol ester dehydrase-isomerase
