Gene	Frame ID	Synonyms	Location	Complex	Cofactors	Essentiality (Lb Lennox)	Copy Number in Neidhardt EZ rich defined medium (molecules/cell)	Molecular Weight (from nucleotide sequece)	Mass (fg)	Overall # of Subunits	Unique Subunits	pI
tdh	EG10993	None	cytosol	'Tdh.4'	"Fe2+ , Zn2+ "	Growth	4448	37.239	0.275050146	4	1	6.061
tesA	EG11542	apeA; pldC; long chain fatty acyl thioesterase I; lysophospholipase L1; lecithinase B; phospholipase B; thioesterase I; acyl-CoA thioesterase I; TAP complex	periplasmic space	'TesA.4'	None	Growth	400	23.622	0.015690101	4	1	7.489
tesB	EG10995	None	cytosol	'TesB.4'	None	Growth	850	31.966	0.045118672	4	1	6.354
thiD	G7135	thiN; thiA; thiJ; hydroxymethylpyrimidine kinase 2	cytosol	'ThiD.4'	None	Growth	31	28.634	0.001473984	4	1	5.847
thrA	EG10998	thrA2; Hs; thrA1; thrD; aspartate kinase I; aspartokinase I; homoserine dehydrogenase I	Unknown	'ThrA.4'	None	Growth	3789	89.12	0.56072365	4	1	5.414
tnaA	EG11005	ind; tnaR	cytosol	'TnaA.4'	pyridoxal 5'-phosphate 	Growth	18	52.773	0.001577369	4	1	5.942
trpA	EG11024	try; tryp; α subunit; TSase α; A protein	cytosol	"'TrpA.2', 'TrpB.2.'"	pyridoxal 5'-phosphate 	Growth	544	28.724	0.025947344	4	2	5.223
trpB	EG11025	β subunit; TSase β2; B protein; β2 protein	cytosol	"'TrpA.2', 'TrpB.2.'"	pyridoxal 5'-phosphate 	Growth	550	42.983	0.039256222	4	2	5.807
trpD	EG11027	trpGD; anthranilate synthase component II	Unknown	"'TrpE.2', 'TrpD.2'"	Mg2+ 	Growth	74	56.87	0.006988179	4	2	No Info Available
trpE	EG11028	anth; tryD; tryp-4; α subunit; anthranilate synthase component I	cytosol	"'TrpE.2', 'TrpD.2'"	Mg2+ 	Growth	121	57.495	0.011552196	4	2	5.239
ttdA	EG11168	ygjA	cytosol	"'TtdA.2', 'TtdB.2'"	None	Growth	No Info Available	32.734	No Info Available	4	2	6.053
ttdB	EG11169	ygjB	cytosol	"'TtdA.2', 'TtdB.2'"	None	Growth	No Info Available	22.679	No Info Available	4	2	6.314
uidA	EG11055	gurA; gusA	cytosol	'UidA.4'	None	Growth	9	68.447	0.00102293	4	1	5.174
ulaA	G7856	yjfS; sgaT	inner membrane	"'UlaC.', 'UlaB.', 'UlaA.2'"	None	Growth	No Info Available	50.737	No Info Available	4	3	7.409
ulaB	EG12494	yjfT; sgaB	cytosol	"'UlaC.', 'UlaB.', 'UlaA.2'"	None	Growth	71	10.896	0.00128462	4	3	6.444
ulaC	EG12495	ptxA; yjfU; sgaA; EIISga; EIIUla; Enzyme IISga; Enzyme IIUla	cytosol	"'UlaC.', 'UlaB.', 'UlaA.2'"	None	Growth	27	17.238	0.000772858	4	3	4.387
wecE	EG11456	rff; fcnA; rffA; yifI	cytosol	'WecE.4'	pyridoxal 5'-phosphate 	Growth	969	41.901	0.067421321	4	1	5.838
wrbA	EG11540	None	cytosol	'WrbA.4'	FMN 	Growth	286	20.846	0.009900061	4	1	5.615
xylF	EG20252	xylT; XBP	periplasmic space	"'XylG.', 'XylH.2', 'XylF.'"	None	Growth	No Info Available	35.734	No Info Available	4	3	5.345
xylG	EG12275	None	inner membrane	"'XylG.', 'XylH.2', 'XylF.'"	None	Growth	No Info Available	56.47	No Info Available	4	3	5.894
xylH	EG12276	None	inner membrane	"'XylG.', 'XylH.2', 'XylF.'"	None	Growth	No Info Available	41.031	No Info Available	4	3	10.535
yafQ	G6109	toxin of the YafQ-DinJ toxin-antitoxin system	Unknown	"'YafQ.2', 'DinJ.2'"	None	Growth	136	10.847	0.002449614	4	2	9.722
yagE	G6140	None	cytosol	'YagE.4'	None	Growth	141	32.53	0.007616444	4	1	6.122
yajC	EG11096	None	inner membrane	"'YidC.', 'YajC.', 'SecF.', 'SecD.'"	None	Growth	26903	11.887	0.531033678	4	4	9.864
ycjN	G6648	None	periplasmic space	"'YcjP.', 'YcjO.', 'YcjN.', 'YcjV.'"	None	Growth	No Info Available	46.808	No Info Available	4	4	4.805
ycjO	G6649	None	inner membrane	"'YcjP.', 'YcjO.', 'YcjN.', 'YcjV.'"	None	Growth	No Info Available	33.225	No Info Available	4	4	9.692
ycjP	G6650	None	inner membrane	"'YcjP.', 'YcjO.', 'YcjN.', 'YcjV.'"	None	Growth	No Info Available	31.25	No Info Available	4	4	8.741
ycjV	G6656	None	Unknown	"'YcjP.', 'YcjO.', 'YcjN.', 'YcjV.'"	None	Growth	No Info Available	No Info Available	No Info Available	4	4	6.608
ydcS	G6751	None	periplasmic space	"'YdcS.', 'YdcT.', 'YdcV.', 'YdcU.'"	None	Growth	11	42.295	0.000772557	4	4	7.152
ydcT	G6752	None	inner membrane	"'YdcS.', 'YdcT.', 'YdcV.', 'YdcU.'"	None	Growth	No Info Available	37.041	No Info Available	4	4	6.741
ydcU	G6753	None	inner membrane	"'YdcS.', 'YdcT.', 'YdcV.', 'YdcU.'"	None	Growth	No Info Available	34.36	No Info Available	4	4	9.661
ydcV	G6754	None	inner membrane	"'YdcS.', 'YdcT.', 'YdcV.', 'YdcU.'"	None	Growth	No Info Available	28.722	No Info Available	4	4	9.031
ydfG	EG12345	None	cytosol	'YdfG.4'	None	Growth	3930	27.249	0.177824751	4	1	5.723
yehW	EG12009	None	inner membrane	"'OsmF.', 'YehY.', 'YehX.', 'YehW.'"	None	Growth	No Info Available	25.514	No Info Available	4	4	10.187
yehX	EG12010	None	"inner membrane, cytosol"	"'OsmF.', 'YehY.', 'YehX.', 'YehW.'"	None	Growth	No Info Available	34.424	No Info Available	4	4	6.005
yehY	EG12011	None	inner membrane	"'OsmF.', 'YehY.', 'YehX.', 'YehW.'"	None	Growth	No Info Available	41.139	No Info Available	4	4	9.734
yeiG	EG12026	None	cytosol	'YeiG.4'	None	Growth	489	31.259	0.02538242	4	1	5.107
yejA	EG12037	None	"inner membrane, periplasmic space"	"'YejF.', 'YejB.', 'YejE.', 'YejA.'"	None	Growth	51	69.669	0.005900093	4	4	8.824
yejB	EG12038	None	inner membrane	"'YejF.', 'YejB.', 'YejE.', 'YejA.'"	None	Growth	18	40.36	0.001206348	4	4	8.369
yejE	EG12040	None	inner membrane	"'YejF.', 'YejB.', 'YejE.', 'YejA.'"	None	Growth	33	38.092	0.002087357	4	4	9.541
yejF	EG12041	None	inner membrane	"'YejF.', 'YejB.', 'YejE.', 'YejA.'"	None	Growth	29	58.726	0.002827988	4	4	9.122
yfcE	G7192	None	cytosol	'YfcE.4'	None	Growth	1823	20.122	0.060912567	4	1	5.765
yhdW	EG12834	None	Unknown	"'YhdZ.', 'YhdY.', 'YhdX.', 'YhdW.'"	None	Growth	No Info Available	No Info Available	No Info Available	4	4	5.072
yhdX	EG12835	None	inner membrane	"'YhdZ.', 'YhdY.', 'YhdX.', 'YhdW.'"	None	Growth	No Info Available	43.261	No Info Available	4	4	10.6
yhdY	EG12836	None	inner membrane	"'YhdZ.', 'YhdY.', 'YhdX.', 'YhdW.'"	None	Growth	No Info Available	41.484	No Info Available	4	4	9.923
yhdZ	EG12837	None	"inner membrane, cytosol"	"'YhdZ.', 'YhdY.', 'YhdX.', 'YhdW.'"	None	Growth	29	28.574	0.001375999	4	4	6.748
yidC	EG11197	None	inner membrane	"'YidC.', 'YajC.', 'SecF.', 'SecD.'"	None	No Growth	8807	61.526	0.899778824	4	4	7.956
yihU	EG11847	squU	cytosol	'YihU.4'	None	Growth	No Info Available	31.158	No Info Available	4	1	5.985
yjfF	EG12439	None	inner membrane	"'YjfF.', 'YtfR.', 'YtfT.', 'YtfQ.'"	None	Growth	No Info Available	34.978	No Info Available	4	4	9.205
ynfE	G6845	None	"periplasmic space, inner membrane"	"'YnfE.', 'YnfF.', 'YnfG.', 'YnfH.'"	None	Growth	No Info Available	89.78	No Info Available	4	4	8.191
ynfF	G6846	None	"periplasmic space, inner membrane"	"'YnfE.', 'YnfF.', 'YnfG.', 'YnfH.'"	None	Growth	34	89.987	0.005080516	4	4	6.685
ynfG	G6847	None	Unknown	"'YnfE.', 'YnfF.', 'YnfG.', 'YnfH.'"	None	Growth	22	22.752	0.000831173	4	4	5.869
ynfH	G6848	None	inner membrane	"'YnfE.', 'YnfF.', 'YnfG.', 'YnfH.'"	None	Growth	20	30.524	0.001013726	4	4	9.251
ytfQ	EG12517	None	periplasmic space	"'YjfF.', 'YtfR.', 'YtfT.', 'YtfQ.'"	None	Growth	38	34.345	0.002167186	4	4	6.943
ytfR	EG12518	ytfS; b4228; b4229	inner membrane	"'YjfF.', 'YtfR.', 'YtfT.', 'YtfQ.'"	None	Growth	No Info Available	55.26	No Info Available	4	4	6.844
ytfT	EG12520	None	inner membrane	"'YjfF.', 'YtfR.', 'YtfT.', 'YtfQ.'"	None	Growth	No Info Available	35.659	No Info Available	4	4	10.468
zapA	EG12878	"ygfE; cell division factor ZapA, localizes to the cytokinetic ring"	"inner membrane, cytosol"	'ZapA.4'	None	Growth	2275	12.594	0.047576685	4	1	5.009
agaB	EG12769	yraD	cytosol	"'AgaB.', 'AgaC.', 'AgaD.'"	None	Growth	No Info Available	17.622	No Info Available	3	3	6.45
agaC	EG12770	yraE	inner membrane	"'AgaB.', 'AgaC.', 'AgaD.'"	None	Growth	No Info Available	28.645	No Info Available	3	3	5.235
agaD	G7635	yraF	inner membrane	"'AgaB.', 'AgaC.', 'AgaD.'"	None	Growth	No Info Available	29.001	No Info Available	3	3	9.415
amtB	EG11821	ybaG; AmtB ammonium Amt transporter	inner membrane	'AmtB.3'	None	Growth	No Info Available	44.515	No Info Available	3	1	6.823
argF	EG10067	ornithine carbamoyltransferase chain F; OTCase-2	cytosol	'ArgF.3'	None	Growth	209	36.827	0.012780908	3	1	5.662
argI	EG10069	ornithine carbamoyltransferase chain I; OTCase-1	cytosol	'ArgI.3'	None	Growth	63	36.907	0.003860987	3	1	5.434
caiT	EG11561	yaaP	inner membrane	'CaiT.3'	None	Growth	No Info Available	56.587	No Info Available	3	1	8.041
chbA	EG10142	celC; EIIAchb; Enzyme IIAchb; EIIIchb; Enzyme IIIchb	cytosol	"'ChbA.', 'ChbC.', 'ChbB.'"	None	Growth	99	12.748	0.002095687	3	3	4.741
chbB	EG10140	celA; Enzyme IIBcel; EIIBcel; EIIchb; Enzyme IIBchb	cytosol	"'ChbA.', 'ChbC.', 'ChbB.'"	None	Growth	264	11.427	0.005009395	3	3	8.109
chbC	EG10141	celB; hic; EIICcel; Enzyme IICcel; EIICchb; Enzyme IICchb	inner membrane	"'ChbA.', 'ChbC.', 'ChbB.'"	None	Growth	14	48.332	0.0011236	3	3	6.668
crr	EG10165	"treD; gsr; iex; tgs; EIIAGlc; Enzyme IIIGlc; EIIIGlc; IIIGlc; Enzyme IIAGlc, Crr"	"cytosol, inner membrane"	"'PtsG.2', 'Crr.'"	None	Growth	32738	18.251	0.992174132	3	2	4.593
cutA	EG12177	cutA1	cytosol	'CutA.3'	None	Growth	156	12.331	0.003194273	3	1	4.73
dcd	EG11418	dus; paxA	cytosol	'Dcd.3'	None	Growth	1102	21.249	0.038883843	3	1	5.597
degS	EG11652	hhoB; htrH	"periplasmic space, inner membrane"	'DegS.3'	None	No Growth	406	37.581	0.025336315	3	1	5.346
dgkA	EG10224	None	inner membrane	'DgkA.3'	"Mg2+ , Mn2+ "	Growth	1701	13.245	0.037411521	3	1	6.206
dmsA	EG10232	"dimethyl sulfoxide reductase, chain A"	"periplasmic space, inner membrane"	"'DmsA.', 'DmsB.', 'DmsC.'"	"a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	28	90.398	0.004203063	3	3	6.53
dmsB	EG10233	"dimethyl sulfoxide reductase, chain B"	inner membrane	"'DmsA.', 'DmsB.', 'DmsC.'"	"a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	32	22.869	0.001215196	3	3	6.257
dmsC	EG10234	"dimethyl sulfoxide reductase, chain C"	inner membrane	"'DmsA.', 'DmsB.', 'DmsC.'"	"a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	31	30.826	0.001586821	3	3	9.017
dnaE	EG10238	sdgC; polC	cytosol	"'DnaE.', 'DnaQ.', 'HolE.'"	Mg2+ 	No Growth	328	129.9	0.070750919	3	3	5.049
dnaQ	EG10243	mutD	cytosol	"'DnaE.', 'DnaQ.', 'HolE.'"	None	Growth	988	27.099	0.04445896	3	3	5.548
dut	EG10251	dnaS; sof	cytosol	'Dut.3'	Mg2+ 	No Growth	6571	16.287	0.177714005	3	1	4.922
eda	EG10256	hga; kdgA; kga; multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase; 2-keto-3-deoxygluconate 6-phosphate/2-keto-4-hydroxyglutarate aldolase	cytosol	'Eda.3'	None	Growth	11006	22.284	0.407259992	3	1	5.471
eutL	G7271	yffJ	Unknown	'EutL.3'	None	Growth	244	22.788	0.009233049	3	1	4.613
exbB	EG10271	None	inner membrane	"'TonB.', 'ExbB.', 'ExbD.'"	None	Growth	1995	26.287	0.087082927	3	3	8.177
exbD	EG10272	None	inner membrane	"'TonB.', 'ExbB.', 'ExbD.'"	None	Growth	941	15.527	0.024261981	3	3	4.558
fdnG	EG11227	None	periplasmic space	"'FdnI.', 'FdnH.', 'FdnG.'"	"heme b , a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	2	112.96	0.000375149	3	3	6.666
fdnH	EG11228	None	inner membrane	"'FdnI.', 'FdnH.', 'FdnG.'"	"heme b , a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	No Info Available	32.239	No Info Available	3	3	5.594
fdnI	EG11229	formate dehydrogenase N cytochrome b subunit	inner membrane	"'FdnI.', 'FdnH.', 'FdnG.'"	"heme b , a [4Fe-4S] iron-sulfur cluster , bis(guanylyl molybdopterin) cofactor "	Growth	No Info Available	25.368	No Info Available	3	3	10.233
fdoG	EG11858	None	"periplasmic space, cytosol"	"'FdoG.', 'FdoH.', 'FdoI.'"	bis(guanylyl molybdopterin) cofactor 	Growth	219	112.55	0.040929714	3	3	6.96
fdoH	EG11857	None	inner membrane	"'FdoG.', 'FdoH.', 'FdoI.'"	bis(guanylyl molybdopterin) cofactor 	Growth	209	33.1	0.011487443	3	3	5.067
fdoI	EG11856	formate dehydrogenase O cytochrome b subunit	inner membrane	"'FdoG.', 'FdoH.', 'FdoI.'"	bis(guanylyl molybdopterin) cofactor 	Growth	221	24.606	0.009029888	3	3	10.454
fruA	EG10336	ptsF; Enzyme IIBCfru; EIIBCfru; EIIB'BCfru; Enzyme IIB'BCfru	inner membrane	"'FruB.', 'FruA.2'"	None	Growth	359	57.519	0.034289004	3	2	8.797
fruB	G7990	fruF; diphosphoryl transfer protein; DTP; EIIA-M-Hfru; EIIAfru; Enzyme IIAfru; EIIIfru; Enzyme IIIfru	"inner membrane, cytosol"	"'FruB.', 'FruA.2'"	None	Growth	395	39.648	0.026005635	3	2	4.636
fryA	G7246	ypdD; TTP; triphosphoryl transfer protein	"cytosol, membrane"	"'FryC.', 'FryB.', 'FryA.'"	None	Growth	6	92.13	0.000917913	3	3	5.077
fryB	G7250	ypdH; Enzyme IIBFry; EIIBFry	"inner membrane, cytosol"	"'FryC.', 'FryB.', 'FryA.'"	None	Growth	No Info Available	11.735	No Info Available	3	3	4.257
fryC	G7249	ypdG; Enzyme IICFry; EIICFry	inner membrane	"'FryC.', 'FryB.', 'FryA.'"	None	Growth	No Info Available	43.966	No Info Available	3	3	10.139
ftsB	G7424	ygbQ; essential cell division protein FtsB	inner membrane	"'FtsQ.', 'FtsB.', 'FtsL.'"	None	No Growth	487	11.622	0.009398508	3	3	7.262
ftsE	EG10340	None	"inner membrane, cytosol"	"'FtsE.2', 'FtsX.'"	None	No Growth	967	24.439	0.03924271	3	2	9.566
ftsL	EG11086	mraR; yabD; essential cell division protein FtsL	inner membrane	"'FtsQ.', 'FtsB.', 'FtsL.'"	None	No Growth	416	13.627	0.009413317	3	3	6.471
ftsQ	EG10342	essential cell division protein FtsQ	inner membrane	"'FtsQ.', 'FtsB.', 'FtsL.'"	None	No Growth	336	31.434	0.017538321	3	3	6.55
ftsX	EG10345	ftsS	"cell wall, inner membrane"	"'FtsE.2', 'FtsX.'"	None	No Growth	838	38.544	0.053635198	3	2	9.092
glcD	G7545	yghM; gox	"inner membrane, cytosol"	"'GlcD.', 'GlcE.', 'GlcF.'"	None	Growth	No Info Available	53.812	No Info Available	3	3	4.929
glcE	G7544	yghL; gox; b2978	inner membrane	"'GlcD.', 'GlcE.', 'GlcF.'"	None	Growth	No Info Available	38.361	No Info Available	3	3	6.226
glcF	G0-8601	gox; yghL; b2978	"cytosol, inner membrane"	"'GlcD.', 'GlcE.', 'GlcF.'"	None	Growth	No Info Available	45.11	No Info Available	3	3	7.754
glmU	EG11198	yieA	cytosol	'GlmU.3'	Mg2+ 	No Growth	3249	49.19	0.265384543	3	1	6.231
glnB	EG10384	"[protein PII]; unmodified PII; regulatory protein P-II, regulation of nitrogen metabolism and fatty acid biosynthesis; PII; PII-1"	cytosol	'GlnB.3'	None	Growth	5206	12.425	0.107411221	3	1	5.04
glnK	EG12191	ybaI; unmodified protein PII 2; [protein PII2]; PII2; nitrogen regulator PII 2; PII-2; nitrogen regulatory protein PII 2; nitrogen regulatory protein GlnK	cytosol	'GlnK.3'	None	Growth	No Info Available	12.259	No Info Available	3	1	5.868
glpA	EG10391	None	"cytosol, inner membrane"	"'GlpA.', 'GlpB.', 'GlpC.'"	"a [FeS] iron-sulfur cluster , FAD , FMN "	Growth	No Info Available	58.958	No Info Available	3	3	6.313
glpB	EG10392	psi-51	"cytosol, inner membrane"	"'GlpA.', 'GlpB.', 'GlpC.'"	"a [FeS] iron-sulfur cluster , FAD , FMN "	Growth	No Info Available	45.357	No Info Available	3	3	5.825
glpC	EG10393	None	"cytosol, inner membrane"	"'GlpA.', 'GlpB.', 'GlpC.'"	"a [FeS] iron-sulfur cluster , FAD , FMN "	Growth	No Info Available	44.108	No Info Available	3	3	8.252
hipA	EG10443	None	cytosol	"'HipB.2.', 'HipA.'"	Mg2+ 	Growth	134	49.276	0.010964513	3	2	8.148
hipB	EG10442	None	cytosol	"'HipB.2.', 'HipA.'"	None	Growth	175	10.016	0.002910593	3	2	6.432
holE	EG11505	None	cytosol	"'DnaE.', 'DnaQ.', 'HolE.'"	None	Growth	1204	8.846	0.017685711	3	3	9.447
ispF	EG11816	ygbB	cytosol	'IspF.3'	Mn2+ 	No Growth	1249	16.898	0.035046676	3	1	6.209
lacA	EG10524	thiogalactoside acetyltransferase	cytosol	'LacA.3'	None	Growth	No Info Available	22.799	No Info Available	3	1	6.411
lamB	EG10528	malL; malB; maltoporin; maltose high-affinity receptor; phage lambda receptor protein	outer membrane	'LamB.3'	None	Growth	100	49.912	0.008288082	3	1	4.669
lpp	EG10544	mlpA; Braun lipoprotein	"outer membrane, cell wall, extracellular space, periplasmic space"	'Lpp.3'	None	Growth	1191641	8.323	16.46927277	3	1	9.557
lpxA	EG10545	UDP-N-acetylglucosamine acyltransferase	cytosol	'LpxA.3'	None	No Growth	2545	28.08	0.118668098	3	1	6.802
lpxD	EG10316	omsA; firA	cytosol	'LpxD.3'	None	No Growth	4225	36.038	0.252834588	3	1	6.18
maa	G58	ylaD	cytosol	'Maa.3'	None	Growth	336	20.096	0.011212385	3	1	6.343
mcaS	G0-8899	IS061; isrA	Unknown	"'McaS.', 'CsrA.2.'"	None	No Info Available	No Info Available	No Info Available	No Info Available	3	2	No Info Available
mdtN	EG11954	yjcR; sdsR	"periplasmic space, inner membrane"	"'MdtP.', 'MdtO.', 'MdtN.'"	None	Growth	No Info Available	36.908	No Info Available	3	3	7.328
mdtO	EG11953	yjcQ; sdsQ	inner membrane	"'MdtP.', 'MdtO.', 'MdtN.'"	None	Growth	No Info Available	76.151	No Info Available	3	3	5.308
mdtP	EG11952	yjcP; sdsP	outer membrane	"'MdtP.', 'MdtO.', 'MdtN.'"	None	Growth	No Info Available	53.453	No Info Available	3	3	7.07
mog	EG11511	yaaG; bisD; chlG; mogA	cytosol	'Mog.3'	Mg2+ 	Growth	2026	21.222	0.071396158	3	1	4.801
narV	EG10644	chlZ	inner membrane	"'NarY.', 'NarZ.', 'NarV.'"	"heme b, bis(guanylyl molybdopterin) cofactor , an iron-sulfur cluster "	Growth	No Info Available	26.018	No Info Available	3	3	10.003
narY	EG10647	chlZ	"cytosol, inner membrane"	"'NarY.', 'NarZ.', 'NarV.'"	"heme b, bis(guanylyl molybdopterin) cofactor , an iron-sulfur cluster "	Growth	No Info Available	58.558	No Info Available	3	3	5.641
narZ	EG10648	chlZ	inner membrane	"'NarY.', 'NarZ.', 'NarV.'"	"heme b, bis(guanylyl molybdopterin) cofactor , an iron-sulfur cluster "	Growth	4	140.23	0.00093143	3	3	6.343
ompC	EG10670	meoA; par; outer membrane protein A2; outer membrane protein Ib; outer membrane protein 4; outer membrane protein 0-8	outer membrane	'OmpC.3'	None	Growth	163538	40.368	10.96238388	3	1	4.427
ompF	EG10671	nfxB; tolF; cmlB; cry; outer membrane protein F; colB; outer membrane protein A1; outer membrane protein 1a; outer membrane protein 4; outer membrane protein b; outer membrane protein 0-9	outer membrane	'OmpF.3'	None	Growth	88988	39.333	5.812160637	3	1	4.614
paaY	G6721	ydbZ	cytosol	'PaaY.3'	None	Growth	222	21.325	0.007861241	3	1	6.316
paoA	G6157	yagT	periplasmic space	"'PaoA.', 'PaoB.', 'PaoC.'"	"a [2Fe-2S] iron-sulfur cluster , FAD , cytidylyl molybdenum cofactor "	Growth	No Info Available	24.343	No Info Available	3	3	No Info Available
paoB	G6156	yagS	periplasmic space	"'PaoA.', 'PaoB.', 'PaoC.'"	"a [2Fe-2S] iron-sulfur cluster , FAD , cytidylyl molybdenum cofactor "	Growth	No Info Available	33.858	No Info Available	3	3	No Info Available
paoC	G6155	yagR	periplasmic space	"'PaoA.', 'PaoB.', 'PaoC.'"	"a [2Fe-2S] iron-sulfur cluster , FAD , cytidylyl molybdenum cofactor "	Growth	No Info Available	78.088	No Info Available	3	3	No Info Available
phoE	EG10729	"ompE; outer membrane pore protein E (E,Ic,NmpAB); outer membrane phosphoporin"	outer membrane	'PhoE.3'	None	Growth	62	38.922	0.004007153	3	1	4.788
psuG	EG12033	yeiN; pscG	Unknown	'PsuG.3'	Mn2+ 	Growth	14	32.91	0.000765077	3	1	5.293
purC	EG10791	ade(g); ade	cytosol	'PurC.3'	None	Growth	2986	26.995	0.133851187	3	1	4.913
pxpA	G6382	ybgL; putative lactam utilization protein; putative glycoside hydrolase YbgL	cytosol	"'PxpC.', 'PxpB.', 'PxpA.'"	None	Growth	142	25.8	0.006083551	3	3	No Info Available
pxpB	G6380	ybgJ; putative hydrolase subunit YbgJ	cytosol	"'PxpC.', 'PxpB.', 'PxpA.'"	None	Growth	269	23.947	0.010696766	3	3	No Info Available
pxpC	G6381	ybgK; putative carboxyltransferase subunit YbgK	cytosol	"'PxpC.', 'PxpB.', 'PxpA.'"	None	Growth	308	34.386	0.017586583	3	3	No Info Available
recB	EG10824	ior; rorA	cytosol	"'RecD.', 'RecC.', 'RecB.'"	None	Growth	93	133.96	0.02068746	3	3	5.039
recC	EG10825	None	cytosol	"'RecD.', 'RecC.', 'RecB.'"	None	Growth	118	128.85	0.025247334	3	3	4.743
recD	EG10826	hopE	cytosol	"'RecD.', 'RecC.', 'RecB.'"	None	Growth	113	66.902	0.012553552	3	3	6.675
recF	EG10828	uvrF	cytosol	"'RecF.', 'RecR.', 'RecO.'"	None	Growth	149	40.514	0.010023987	3	3	6.933
recO	EG10832	None	"bacterial nucleoid, cytosol"	"'RecF.', 'RecR.', 'RecO.'"	None	Growth	85	27.391	0.003866125	3	3	9.947
recR	EG10834	None	cytosol	"'RecF.', 'RecR.', 'RecO.'"	None	Growth	1342	21.963	0.048943302	3	3	5.028
ribC	EG11406	None	cytosol	'RibC.3'	None	No Growth	2279	23.445	0.088724519	3	1	5.714
ridA	G7877	yjgF	cytosol	'RidA.3'	None	Growth	18166	13.612	0.410610774	3	1	5.256
rraA	EG11879	menG; yiiV	cytosol	'RraA.3'	None	Growth	3341	17.36	0.096310866	3	1	3.879
sbcC	EG10927	None	cytosol	"'SbcC.', 'SbcD.2'"	None	Growth	135	118.72	0.026613791	3	2	5.447
sbcD	EG11094	yajA; orf-45	cytosol	"'SbcC.', 'SbcD.2'"	None	Growth	245	44.714	0.018191089	3	2	5.603
secE	EG10939	mbrC; prlG	inner membrane	"'SecE.', 'SecG.', 'SecY.'"	None	No Growth	10472	13.643	0.237240376	3	3	10.811
secG	EG12095	prlH; p12	inner membrane	"'SecE.', 'SecG.', 'SecY.'"	None	Growth	12154	11.365	0.229370606	3	3	6.612
secY	EG10766	prlA	inner membrane	"'SecE.', 'SecG.', 'SecY.'"	None	No Growth	9848	48.512	0.793316177	3	3	10.08
sgcA	EG12554	yjhL; EIIASgc; Enzyme IIASgc	cytosol	"'SgcB.', 'SgcC.', 'SgcA.'"	None	Growth	94	15.638	0.002440946	3	3	5.083
sgcB	G0-10241	EIIBSgc; Enzyme IIBSgc	cytosol	"'SgcB.', 'SgcC.', 'SgcA.'"	None	Growth	No Info Available	9.803	No Info Available	3	3	5.584
sgcC	EG12556	yjhN; EIICSgc; Enzyme IICSgc	inner membrane	"'SgcB.', 'SgcC.', 'SgcA.'"	None	Growth	No Info Available	46.684	No Info Available	3	3	8.996
skp	EG10455	ompH; hlpA; firA; HLP-I	"outer membrane, periplasmic space"	'Skp.3'	None	Growth	20120	17.688	0.590956885	3	1	10.035
srlA	G8210	gutA; sbl; srlA-1; enzyme IIC component of sorbitol PTS; Enzyme IIC sorbitol	inner membrane	"'SrlA.', 'SrlB.', 'SrlE.'"	None	Growth	No Info Available	20.58	No Info Available	3	3	8.366
srlB	EG10970	gutB; enzyme IIA component of sorbitol PTS; Enzyme IIIsorbitol	cytosol	"'SrlA.', 'SrlB.', 'SrlE.'"	None	Growth	83	13.304	0.00183362	3	3	4.793
srlE	EG10969	sbl; gutA; gutE; srlA; srlA-2; enzyme IIB component of sorbitol PTS; Enzyme IIB sorbitol	inner membrane	"'SrlA.', 'SrlB.', 'SrlE.'"	None	Growth	No Info Available	33.332	No Info Available	3	3	6.677
tdcF	G7626	yhaR	cytosol	'TdcF.3'	None	No Growth	99	14.007	0.002302658	3	1	4.931
tgt	EG10996	vacC(S.f.)	cytosol	'Tgt.3'	Zn2+ 	Growth	8185	42.594	0.578916864	3	1	6.076
tonB	EG11012	T1rec; exbA	"inner membrane, periplasmic space"	"'TonB.', 'ExbB.', 'ExbD.'"	None	Growth	647	26.094	0.028034578	3	3	9.897
treB	EG12127	Enzyme IIBCtre; enzyme IIBC component of trehalose PTS	inner membrane	"'TreB.2', 'Crr.'"	None	Growth	66	51.081	0.005598252	3	2	9.046
tsaE	EG11757	yjeE	cytosol	"'TsaE.', 'TsaB.', 'TsaD.'"	None	No Growth	900	16.853	0.025186558	3	3	4.343
umuC	EG11056	uvm	"inner membrane, cytosol"	"'UmuC.', 'UmuD.2'"	None	Growth	30	47.68	0.002375235	3	2	8.838
umuD	EG11057	None	cytosol	"'UmuC.', 'UmuD.2'"	None	Growth	72	15.063	0.001800914	3	2	4.387
upp	EG11332	uraP	cytosol	'Upp.3'	Mg2+ 	Growth	18345	22.533	0.686413511	3	1	5.229
uvrA	EG11061	dar; dinE	cytosol	"'UvrB.', 'UvrC.', 'UvrA.'"	None	Growth	621	103.87	0.107110198	3	3	6.319
